"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven/Totaal geregistreerde misdrijven (aantal)";"Geregistreerde misdrijven/Geregistreerde misdrijven, relatief (% van totaal geregistreerde misdrijven)";"Geregistreerde misdrijven/Geregistreerde misdrijven per 1000 inw.  (per 1 000 inwoners)"
"Misdrijven, totaal";"2014";"Noardeast-Fryslân";;;
"Misdrijven, totaal";"2015";"Noardeast-Fryslân";;;
"Misdrijven, totaal";"2016";"Noardeast-Fryslân";;;
"Misdrijven, totaal";"2017";"Noardeast-Fryslân";;;
"Misdrijven, totaal";"2013";"Noord-Beveland";405;100;53,8
"Misdrijven, totaal";"2014";"Noord-Beveland";380;100;50,2
"Misdrijven, totaal";"2015";"Noord-Beveland";335;100;45,3
"Misdrijven, totaal";"2016";"Noord-Beveland";375;100;50,3
"Misdrijven, totaal";"2017";"Noord-Beveland";255;100;34,7
"Misdrijven, totaal";"2013";"Noordenveld";1140;100;36,8
"Misdrijven, totaal";"2014";"Noordenveld";905;100;29,1
"Misdrijven, totaal";"2015";"Noordenveld";765;100;24,5
"Misdrijven, totaal";"2016";"Noordenveld";855;100;27,5
"Misdrijven, totaal";"2017";"Noordenveld";790;100;24
"Misdrijven, totaal";"2013";"Noordoostpolder";1825;100;39,5
"Misdrijven, totaal";"2014";"Noordoostpolder";1615;100;34,8
"Misdrijven, totaal";"2015";"Noordoostpolder";1475;100;31,7
"Misdrijven, totaal";"2016";"Noordoostpolder";1695;100;36,5
"Misdrijven, totaal";"2017";"Noordoostpolder";1675;100;36
"Misdrijven, totaal";"2013";"Noordwijk";1650;100;64,2
"Misdrijven, totaal";"2014";"Noordwijk";1490;100;58
"Misdrijven, totaal";"2015";"Noordwijk";1320;100;51,5
"Misdrijven, totaal";"2016";"Noordwijk";1300;100;50,4
"Misdrijven, totaal";"2017";"Noordwijk";1435;100;55,4
"Misdrijven, totaal";"2013";"Noordwijkerhout";645;100;40,9
"Misdrijven, totaal";"2014";"Noordwijkerhout";725;100;45,6
"Misdrijven, totaal";"2015";"Noordwijkerhout";565;100;35,1
"Misdrijven, totaal";"2016";"Noordwijkerhout";530;100;32,7
"Misdrijven, totaal";"2017";"Noordwijkerhout";500;100;30,8
"Misdrijven, totaal";"2013";"Nuenen, Gerwen en Nederwetten";920;100;40,5
"Misdrijven, totaal";"2014";"Nuenen, Gerwen en Nederwetten";840;100;37,2
"Misdrijven, totaal";"2015";"Nuenen, Gerwen en Nederwetten";875;100;38,7
"Misdrijven, totaal";"2016";"Nuenen, Gerwen en Nederwetten";785;100;34,6
"Misdrijven, totaal";"2017";"Nuenen, Gerwen en Nederwetten";710;100;31,1
"Misdrijven, totaal";"2013";"Nunspeet";1025;100;38,6
"Misdrijven, totaal";"2014";"Nunspeet";960;100;36
"Misdrijven, totaal";"2015";"Nunspeet";1020;100;38,1
"Misdrijven, totaal";"2016";"Nunspeet";795;100;29,6
"Misdrijven, totaal";"2017";"Nunspeet";710;100;26,3
"Misdrijven, totaal";"2013";"Nuth";710;100;46
"Misdrijven, totaal";"2014";"Nuth";685;100;43,9
"Misdrijven, totaal";"2015";"Nuth";675;100;43,7
"Misdrijven, totaal";"2016";"Nuth";595;100;38,4
"Misdrijven, totaal";"2017";"Nuth";545;100;35,7
"Misdrijven, totaal";"2013";"Oegstgeest";885;100;38,3
"Misdrijven, totaal";"2014";"Oegstgeest";845;100;36,9
"Misdrijven, totaal";"2015";"Oegstgeest";910;100;39,6
"Misdrijven, totaal";"2016";"Oegstgeest";760;100;32,8
"Misdrijven, totaal";"2017";"Oegstgeest";705;100;29,9
"Misdrijven, totaal";"2013";"Oirschot";945;100;52,8
"Misdrijven, totaal";"2014";"Oirschot";755;100;42,1
"Misdrijven, totaal";"2015";"Oirschot";760;100;42,1
"Misdrijven, totaal";"2016";"Oirschot";705;100;38,8
"Misdrijven, totaal";"2017";"Oirschot";675;100;36,4
"Misdrijven, totaal";"2013";"Oisterwijk";1470;100;57
"Misdrijven, totaal";"2014";"Oisterwijk";1270;100;49,3
"Misdrijven, totaal";"2015";"Oisterwijk";1415;100;54,9
"Misdrijven, totaal";"2016";"Oisterwijk";1145;100;44,3
"Misdrijven, totaal";"2017";"Oisterwijk";1065;100;41,1
"Misdrijven, totaal";"2013";"Oldambt";2125;100;54,8
"Misdrijven, totaal";"2014";"Oldambt";1865;100;48,3
"Misdrijven, totaal";"2015";"Oldambt";1825;100;47,4
"Misdrijven, totaal";"2016";"Oldambt";1655;100;43,3
"Misdrijven, totaal";"2017";"Oldambt";1555;100;40,8
"Misdrijven, totaal";"2013";"Oldebroek";735;100;32,4
"Misdrijven, totaal";"2014";"Oldebroek";660;100;28,9
"Misdrijven, totaal";"2015";"Oldebroek";670;100;29,1
"Misdrijven, totaal";"2016";"Oldebroek";570;100;24,6
"Misdrijven, totaal";"2017";"Oldebroek";495;100;21,2
"Misdrijven, totaal";"2013";"Oldenzaal";1495;100;46,5
"Misdrijven, totaal";"2014";"Oldenzaal";1285;100;39,9
"Misdrijven, totaal";"2015";"Oldenzaal";1390;100;43,2
"Misdrijven, totaal";"2016";"Oldenzaal";1210;100;37,7
"Misdrijven, totaal";"2017";"Oldenzaal";1015;100;31,7
"Misdrijven, totaal";"2013";"Olst-Wijhe";455;100;25,5
"Misdrijven, totaal";"2014";"Olst-Wijhe";425;100;23,9
"Misdrijven, totaal";"2015";"Olst-Wijhe";435;100;24,4
"Misdrijven, totaal";"2016";"Olst-Wijhe";390;100;21,9
"Misdrijven, totaal";"2017";"Olst-Wijhe";325;100;18,2
"Misdrijven, totaal";"2013";"Ommen";670;100;38,8
"Misdrijven, totaal";"2014";"Ommen";625;100;36,1
"Misdrijven, totaal";"2015";"Ommen";525;100;30,3
"Misdrijven, totaal";"2016";"Ommen";625;100;35,4
"Misdrijven, totaal";"2017";"Ommen";420;100;24,1
"Misdrijven, totaal";"2013";"Onderbanken";320;100;40,6
"Misdrijven, totaal";"2014";"Onderbanken";345;100;44
"Misdrijven, totaal";"2015";"Onderbanken";290;100;36,7
"Misdrijven, totaal";"2016";"Onderbanken";285;100;36,2
"Misdrijven, totaal";"2017";"Onderbanken";190;100;23,9
"Misdrijven, totaal";"2013";"Oost Gelre";1025;100;34,3
"Misdrijven, totaal";"2014";"Oost Gelre";965;100;32,5
"Misdrijven, totaal";"2015";"Oost Gelre";825;100;27,9
"Misdrijven, totaal";"2016";"Oost Gelre";840;100;28,4
"Misdrijven, totaal";"2017";"Oost Gelre";795;100;26,9
"Misdrijven, totaal";"2013";"Oosterhout";3310;100;61,7
"Misdrijven, totaal";"2014";"Oosterhout";3120;100;58,1
"Misdrijven, totaal";"2015";"Oosterhout";3140;100;58,4
"Misdrijven, totaal";"2016";"Oosterhout";3040;100;56,3
"Misdrijven, totaal";"2017";"Oosterhout";2595;100;47,5
"Misdrijven, totaal";"2013";"Oostflakkee";;;
"Misdrijven, totaal";"2014";"Oostflakkee";;;
"Misdrijven, totaal";"2015";"Oostflakkee";;;
"Misdrijven, totaal";"2016";"Oostflakkee";;;
"Misdrijven, totaal";"2017";"Oostflakkee";;;
"Misdrijven, totaal";"2013";"Ooststellingwerf";885;100;34,3
"Misdrijven, totaal";"2014";"Ooststellingwerf";775;100;30,2
"Misdrijven, totaal";"2015";"Ooststellingwerf";775;100;30,3
"Misdrijven, totaal";"2016";"Ooststellingwerf";725;100;28,4
"Misdrijven, totaal";"2017";"Ooststellingwerf";710;100;27,8
"Misdrijven, totaal";"2013";"Oostzaan";475;100;51,7
"Misdrijven, totaal";"2014";"Oostzaan";460;100;50,6
"Misdrijven, totaal";"2015";"Oostzaan";400;100;43,8
"Misdrijven, totaal";"2016";"Oostzaan";500;100;52,6
"Misdrijven, totaal";"2017";"Oostzaan";455;100;46,9
"Misdrijven, totaal";"2013";"Opmeer";385;100;33,9
"Misdrijven, totaal";"2014";"Opmeer";380;100;33,4
"Misdrijven, totaal";"2015";"Opmeer";370;100;32,7
"Misdrijven, totaal";"2016";"Opmeer";335;100;29,4
"Misdrijven, totaal";"2017";"Opmeer";260;100;22,6
"Misdrijven, totaal";"2013";"Opsterland";815;100;27,3
"Misdrijven, totaal";"2014";"Opsterland";805;100;26,9
"Misdrijven, totaal";"2015";"Opsterland";755;100;25,2
"Misdrijven, totaal";"2016";"Opsterland";765;100;25,6
"Misdrijven, totaal";"2017";"Opsterland";655;100;22,1
"Misdrijven, totaal";"2013";"Oss";5600;100;66
"Misdrijven, totaal";"2014";"Oss";5190;100;61,1
"Misdrijven, totaal";"2015";"Oss";5290;100;58,9
"Misdrijven, totaal";"2016";"Oss";4810;100;53,4
"Misdrijven, totaal";"2017";"Oss";4270;100;47,2
"Misdrijven, totaal";"2013";"Oud-Beijerland";945;100;40,4
"Misdrijven, totaal";"2014";"Oud-Beijerland";860;100;36,2
"Misdrijven, totaal";"2015";"Oud-Beijerland";780;100;33
"Misdrijven, totaal";"2016";"Oud-Beijerland";840;100;35,3
"Misdrijven, totaal";"2017";"Oud-Beijerland";640;100;26,7
"Misdrijven, totaal";"2013";"Oude IJsselstreek";1320;100;33,2
"Misdrijven, totaal";"2014";"Oude IJsselstreek";1160;100;29,3
"Misdrijven, totaal";"2015";"Oude IJsselstreek";1110;100;28
"Misdrijven, totaal";"2016";"Oude IJsselstreek";1070;100;27
"Misdrijven, totaal";"2017";"Oude IJsselstreek";915;100;23,1
"Misdrijven, totaal";"2013";"Ouder-Amstel";1395;100;105,2
"Misdrijven, totaal";"2014";"Ouder-Amstel";1220;100;91,8
"Misdrijven, totaal";"2015";"Ouder-Amstel";1130;100;85
"Misdrijven, totaal";"2016";"Ouder-Amstel";1170;100;87,1
"Misdrijven, totaal";"2017";"Ouder-Amstel";1005;100;74,9
"Misdrijven, totaal";"2013";"Ouderkerk";165;100;20,3
"Misdrijven, totaal";"2014";"Ouderkerk";135;100;16,3
"Misdrijven, totaal";"2015";"Ouderkerk";;;
"Misdrijven, totaal";"2016";"Ouderkerk";;;
"Misdrijven, totaal";"2017";"Ouderkerk";;;
"Misdrijven, totaal";"2013";"Oudewater";350;100;35,6
"Misdrijven, totaal";"2014";"Oudewater";270;100;27,5
"Misdrijven, totaal";"2015";"Oudewater";270;100;27
"Misdrijven, totaal";"2016";"Oudewater";220;100;22,1
"Misdrijven, totaal";"2017";"Oudewater";205;100;20,2
"Misdrijven, totaal";"2013";"Overbetuwe";2180;100;46,9
"Misdrijven, totaal";"2014";"Overbetuwe";1745;100;37,4
"Misdrijven, totaal";"2015";"Overbetuwe";1635;100;34,9
"Misdrijven, totaal";"2016";"Overbetuwe";1855;100;39,4
"Misdrijven, totaal";"2017";"Overbetuwe";1625;100;34,3
"Misdrijven, totaal";"2013";"Papendrecht";1295;100;40,3
"Misdrijven, totaal";"2014";"Papendrecht";1300;100;40,4
"Misdrijven, totaal";"2015";"Papendrecht";1310;100;40,8
"Misdrijven, totaal";"2016";"Papendrecht";1150;100;35,6
"Misdrijven, totaal";"2017";"Papendrecht";975;100;30,2
"Misdrijven, totaal";"2013";"Peel en Maas";1730;100;39,9
"Misdrijven, totaal";"2014";"Peel en Maas";1635;100;37,7
"Misdrijven, totaal";"2015";"Peel en Maas";1515;100;34,9
"Misdrijven, totaal";"2016";"Peel en Maas";1260;100;29,1
"Misdrijven, totaal";"2017";"Peel en Maas";1275;100;29,4
"Misdrijven, totaal";"2013";"Pekela";775;100;60,5
"Misdrijven, totaal";"2014";"Pekela";575;100;45,4
"Misdrijven, totaal";"2015";"Pekela";500;100;39,4
"Misdrijven, totaal";"2016";"Pekela";460;100;36,5
"Misdrijven, totaal";"2017";"Pekela";410;100;32,8
"Misdrijven, totaal";"2013";"Pijnacker-Nootdorp";2140;100;42,4
"Misdrijven, totaal";"2014";"Pijnacker-Nootdorp";1870;100;36,6
"Misdrijven, totaal";"2015";"Pijnacker-Nootdorp";1800;100;35,2
"Misdrijven, totaal";"2016";"Pijnacker-Nootdorp";1850;100;35,6
"Misdrijven, totaal";"2017";"Pijnacker-Nootdorp";1695;100;32,2
"Misdrijven, totaal";"2013";"Purmerend";4520;100;56,9
"Misdrijven, totaal";"2014";"Purmerend";3990;100;50,1
"Misdrijven, totaal";"2015";"Purmerend";3940;100;49,5
"Misdrijven, totaal";"2016";"Purmerend";3445;100;43,1
"Misdrijven, totaal";"2017";"Purmerend";2870;100;35,9
"Misdrijven, totaal";"2013";"Putten";1120;100;46,7
"Misdrijven, totaal";"2014";"Putten";955;100;40
"Misdrijven, totaal";"2015";"Putten";860;100;35,2
"Misdrijven, totaal";"2016";"Putten";850;100;34,6
"Misdrijven, totaal";"2017";"Putten";675;100;27,6
"Misdrijven, totaal";"2013";"Raalte";1060;100;29,1
"Misdrijven, totaal";"2014";"Raalte";840;100;23
"Misdrijven, totaal";"2015";"Raalte";825;100;22,5
"Misdrijven, totaal";"2016";"Raalte";890;100;24,3
"Misdrijven, totaal";"2017";"Raalte";735;100;19,9
"Misdrijven, totaal";"2013";"Reeuwijk";;;
"Misdrijven, totaal";"2014";"Reeuwijk";;;
"Misdrijven, totaal";"2015";"Reeuwijk";;;
"Misdrijven, totaal";"2016";"Reeuwijk";;;
"Misdrijven, totaal";"2017";"Reeuwijk";;;
"Misdrijven, totaal";"2013";"Reimerswaal";850;100;39
"Misdrijven, totaal";"2014";"Reimerswaal";665;100;30,4
"Misdrijven, totaal";"2015";"Reimerswaal";665;100;30,1
"Misdrijven, totaal";"2016";"Reimerswaal";715;100;32,1
"Misdrijven, totaal";"2017";"Reimerswaal";575;100;25,6
"Misdrijven, totaal";"2013";"Renkum";1630;100;51,7
"Misdrijven, totaal";"2014";"Renkum";1570;100;49,8
"Misdrijven, totaal";"2015";"Renkum";1330;100;42,3
"Misdrijven, totaal";"2016";"Renkum";1270;100;40,6
"Misdrijven, totaal";"2017";"Renkum";1080;100;34,3
"Misdrijven, totaal";"2013";"Renswoude";190;100;39
"Misdrijven, totaal";"2014";"Renswoude";165;100;33,3
"Misdrijven, totaal";"2015";"Renswoude";160;100;31,8
"Misdrijven, totaal";"2016";"Renswoude";140;100;28,1
"Misdrijven, totaal";"2017";"Renswoude";140;100;27,6
"Misdrijven, totaal";"2013";"Reusel-De Mierden";510;100;40,3
"Misdrijven, totaal";"2014";"Reusel-De Mierden";410;100;32,1
"Misdrijven, totaal";"2015";"Reusel-De Mierden";460;100;36
"Misdrijven, totaal";"2016";"Reusel-De Mierden";375;100;29,3
"Misdrijven, totaal";"2017";"Reusel-De Mierden";365;100;28,4
"Misdrijven, totaal";"2013";"Rheden";2265;100;51,9
"Misdrijven, totaal";"2014";"Rheden";2300;100;52,7
"Misdrijven, totaal";"2015";"Rheden";2055;100;47,1
"Misdrijven, totaal";"2016";"Rheden";1930;100;44,1
"Misdrijven, totaal";"2017";"Rheden";1830;100;41,9
"Misdrijven, totaal";"2013";"Rhenen";745;100;39,2
"Misdrijven, totaal";"2014";"Rhenen";665;100;34,8
"Misdrijven, totaal";"2015";"Rhenen";615;100;31,7
"Misdrijven, totaal";"2016";"Rhenen";630;100;32,4
"Misdrijven, totaal";"2017";"Rhenen";570;100;29,2
"Misdrijven, totaal";"2013";"Ridderkerk";2480;100;54,7
"Misdrijven, totaal";"2014";"Ridderkerk";2100;100;46,4
"Misdrijven, totaal";"2015";"Ridderkerk";1895;100;42
"Misdrijven, totaal";"2016";"Ridderkerk";2130;100;47,2
"Misdrijven, totaal";"2017";"Ridderkerk";1830;100;40,3
"Misdrijven, totaal";"2013";"Rijnwaarden";275;100;24,9
"Misdrijven, totaal";"2014";"Rijnwaarden";260;100;23,9
"Misdrijven, totaal";"2015";"Rijnwaarden";310;100;28,5
"Misdrijven, totaal";"2016";"Rijnwaarden";235;100;21,8
"Misdrijven, totaal";"2017";"Rijnwaarden";230;100;21,3
"Misdrijven, totaal";"2013";"Rijnwoude";560;100;30,1
"Misdrijven, totaal";"2014";"Rijnwoude";;;
"Misdrijven, totaal";"2015";"Rijnwoude";;;
"Misdrijven, totaal";"2016";"Rijnwoude";;;
"Misdrijven, totaal";"2017";"Rijnwoude";;;
"Misdrijven, totaal";"2013";"Rijssen-Holten";1175;100;31,2
"Misdrijven, totaal";"2014";"Rijssen-Holten";1040;100;27,6
"Misdrijven, totaal";"2015";"Rijssen-Holten";1030;100;27,3
"Misdrijven, totaal";"2016";"Rijssen-Holten";1065;100;28,1
"Misdrijven, totaal";"2017";"Rijssen-Holten";945;100;24,8
"Misdrijven, totaal";"2013";"Rijswijk (ZH.)";3705;100;78,2
"Misdrijven, totaal";"2014";"Rijswijk (ZH.)";3780;100;79,4
"Misdrijven, totaal";"2015";"Rijswijk (ZH.)";3575;100;74,1
"Misdrijven, totaal";"2016";"Rijswijk (ZH.)";3695;100;74,9
"Misdrijven, totaal";"2017";"Rijswijk (ZH.)";3140;100;61,5
"Misdrijven, totaal";"2013";"Roerdalen";790;100;37,6
"Misdrijven, totaal";"2014";"Roerdalen";730;100;35
"Misdrijven, totaal";"2015";"Roerdalen";645;100;31,3
"Misdrijven, totaal";"2016";"Roerdalen";720;100;34,8
"Misdrijven, totaal";"2017";"Roerdalen";620;100;30
"Misdrijven, totaal";"2013";"Roermond";5490;100;96,8
"Misdrijven, totaal";"2014";"Roermond";5390;100;94,6
"Misdrijven, totaal";"2015";"Roermond";4880;100;85,6
"Misdrijven, totaal";"2016";"Roermond";4815;100;84,5
"Misdrijven, totaal";"2017";"Roermond";4420;100;77
"Misdrijven, totaal";"2013";"De Ronde Venen";2030;100;47,4
"Misdrijven, totaal";"2014";"De Ronde Venen";1815;100;42,6
"Misdrijven, totaal";"2015";"De Ronde Venen";1680;100;39,4
"Misdrijven, totaal";"2016";"De Ronde Venen";1715;100;40,3
"Misdrijven, totaal";"2017";"De Ronde Venen";1540;100;36
"Misdrijven, totaal";"2013";"Roosendaal";5475;100;71
"Misdrijven, totaal";"2014";"Roosendaal";5355;100;69,5
"Misdrijven, totaal";"2015";"Roosendaal";5020;100;65,3
"Misdrijven, totaal";"2016";"Roosendaal";4955;100;64,4
"Misdrijven, totaal";"2017";"Roosendaal";4275;100;55,4
"Misdrijven, totaal";"2013";"Rotterdam";67780;100;110
"Misdrijven, totaal";"2014";"Rotterdam";63105;100;102,1
"Misdrijven, totaal";"2015";"Rotterdam";60505;100;97
"Misdrijven, totaal";"2016";"Rotterdam";60765;100;96,5
"Misdrijven, totaal";"2017";"Rotterdam";55855;100;88
"Misdrijven, totaal";"2013";"Rozenburg";;;
"Misdrijven, totaal";"2014";"Rozenburg";;;
"Misdrijven, totaal";"2015";"Rozenburg";;;
"Misdrijven, totaal";"2016";"Rozenburg";;;
"Misdrijven, totaal";"2017";"Rozenburg";;;
"Misdrijven, totaal";"2013";"Rozendaal";100;100;67,3
"Misdrijven, totaal";"2014";"Rozendaal";70;100;
"Misdrijven, totaal";"2015";"Rozendaal";70;100;
"Misdrijven, totaal";"2016";"Rozendaal";50;100;
"Misdrijven, totaal";"2017";"Rozendaal";55;100;
"Misdrijven, totaal";"2013";"Rucphen";870;100;39
"Misdrijven, totaal";"2014";"Rucphen";910;100;41,1
"Misdrijven, totaal";"2015";"Rucphen";830;100;37,2
"Misdrijven, totaal";"2016";"Rucphen";780;100;35
"Misdrijven, totaal";"2017";"Rucphen";830;100;37,1
"Misdrijven, totaal";"2013";"Schagen";2085;100;45,1
"Misdrijven, totaal";"2014";"Schagen";2495;100;54,2
"Misdrijven, totaal";"2015";"Schagen";2010;100;43,5
"Misdrijven, totaal";"2016";"Schagen";1695;100;36,7
"Misdrijven, totaal";"2017";"Schagen";1320;100;28,6
"Misdrijven, totaal";"2013";"Schermer";180;100;32,9
"Misdrijven, totaal";"2014";"Schermer";180;100;32,1
"Misdrijven, totaal";"2015";"Schermer";;;
"Misdrijven, totaal";"2016";"Schermer";;;
"Misdrijven, totaal";"2017";"Schermer";;;
"Misdrijven, totaal";"2013";"Scherpenzeel";345;100;36,9
"Misdrijven, totaal";"2014";"Scherpenzeel";270;100;28,4
"Misdrijven, totaal";"2015";"Scherpenzeel";290;100;30,4
"Misdrijven, totaal";"2016";"Scherpenzeel";245;100;25,9
"Misdrijven, totaal";"2017";"Scherpenzeel";210;100;21,8
"Misdrijven, totaal";"2013";"Schiedam";6415;100;84,2
"Misdrijven, totaal";"2014";"Schiedam";5500;100;71,9
"Misdrijven, totaal";"2015";"Schiedam";5430;100;70,6
"Misdrijven, totaal";"2016";"Schiedam";5360;100;69,5
"Misdrijven, totaal";"2017";"Schiedam";5320;100;68,3
"Misdrijven, totaal";"2013";"Schiermonnikoog";35;100;
"Misdrijven, totaal";"2014";"Schiermonnikoog";25;100;
"Misdrijven, totaal";"2015";"Schiermonnikoog";35;100;
"Misdrijven, totaal";"2016";"Schiermonnikoog";35;100;
"Misdrijven, totaal";"2017";"Schiermonnikoog";35;100;
"Misdrijven, totaal";"2013";"Schijndel";1265;100;54,3
"Misdrijven, totaal";"2014";"Schijndel";995;100;42,7
"Misdrijven, totaal";"2015";"Schijndel";910;100;38,6
"Misdrijven, totaal";"2016";"Schijndel";1000;100;42,2
"Misdrijven, totaal";"2017";"Schijndel";;;
"Misdrijven, totaal";"2013";"Schinnen";610;100;47
"Misdrijven, totaal";"2014";"Schinnen";610;100;47,1
"Misdrijven, totaal";"2015";"Schinnen";640;100;49,3
"Misdrijven, totaal";"2016";"Schinnen";520;100;40,1
"Misdrijven, totaal";"2017";"Schinnen";520;100;40
"Misdrijven, totaal";"2013";"Schoonhoven";540;100;45,6
"Misdrijven, totaal";"2014";"Schoonhoven";460;100;38,8
"Misdrijven, totaal";"2015";"Schoonhoven";;;
"Misdrijven, totaal";"2016";"Schoonhoven";;;
"Misdrijven, totaal";"2017";"Schoonhoven";;;
"Misdrijven, totaal";"2013";"Schouwen-Duiveland";2155;100;63,4
"Misdrijven, totaal";"2014";"Schouwen-Duiveland";1815;100;53,6
"Misdrijven, totaal";"2015";"Schouwen-Duiveland";1870;100;55,3
"Misdrijven, totaal";"2016";"Schouwen-Duiveland";1590;100;47,2
"Misdrijven, totaal";"2017";"Schouwen-Duiveland";1385;100;41
"Misdrijven, totaal";"2013";"Simpelveld";365;100;33,6
"Misdrijven, totaal";"2014";"Simpelveld";290;100;26,7
"Misdrijven, totaal";"2015";"Simpelveld";345;100;31,9
"Misdrijven, totaal";"2016";"Simpelveld";290;100;27
"Misdrijven, totaal";"2017";"Simpelveld";250;100;23,6
"Misdrijven, totaal";"2013";"Sint Anthonis";390;100;33
"Misdrijven, totaal";"2014";"Sint Anthonis";315;100;27
"Misdrijven, totaal";"2015";"Sint Anthonis";235;100;20,1
"Misdrijven, totaal";"2016";"Sint Anthonis";255;100;21,9
"Misdrijven, totaal";"2017";"Sint Anthonis";215;100;18,7
"Misdrijven, totaal";"2013";"Sint-Michielsgestel";885;100;31,6
"Misdrijven, totaal";"2014";"Sint-Michielsgestel";890;100;31,6
"Misdrijven, totaal";"2015";"Sint-Michielsgestel";835;100;29,4
"Misdrijven, totaal";"2016";"Sint-Michielsgestel";725;100;25,5
"Misdrijven, totaal";"2017";"Sint-Michielsgestel";675;100;23,6
"Misdrijven, totaal";"2013";"Sint-Oedenrode";880;100;49
"Misdrijven, totaal";"2014";"Sint-Oedenrode";755;100;42
"Misdrijven, totaal";"2015";"Sint-Oedenrode";585;100;32,6
"Misdrijven, totaal";"2016";"Sint-Oedenrode";550;100;30,6
"Misdrijven, totaal";"2017";"Sint-Oedenrode";;;
"Misdrijven, totaal";"2013";"Sittard-Geleen";8275;100;88
"Misdrijven, totaal";"2014";"Sittard-Geleen";8035;100;85,7
"Misdrijven, totaal";"2015";"Sittard-Geleen";7760;100;82,8
"Misdrijven, totaal";"2016";"Sittard-Geleen";6805;100;72,8
"Misdrijven, totaal";"2017";"Sittard-Geleen";6180;100;66,2
"Misdrijven, totaal";"2013";"Skarsterlân";920;100;33,6
"Misdrijven, totaal";"2014";"Skarsterlân";;;
"Misdrijven, totaal";"2015";"Skarsterlân";;;
"Misdrijven, totaal";"2016";"Skarsterlân";;;
"Misdrijven, totaal";"2017";"Skarsterlân";;;
"Misdrijven, totaal";"2013";"Sliedrecht";1170;100;48
"Misdrijven, totaal";"2014";"Sliedrecht";985;100;40,1
"Misdrijven, totaal";"2015";"Sliedrecht";875;100;35,4
"Misdrijven, totaal";"2016";"Sliedrecht";865;100;34,6
"Misdrijven, totaal";"2017";"Sliedrecht";765;100;30,6
"Misdrijven, totaal";"2013";"Slochteren";410;100;26,1
"Misdrijven, totaal";"2014";"Slochteren";365;100;23,3
"Misdrijven, totaal";"2015";"Slochteren";320;100;20,5
"Misdrijven, totaal";"2016";"Slochteren";355;100;22,7
"Misdrijven, totaal";"2017";"Slochteren";280;100;19
"Misdrijven, totaal";"2013";"Sluis";1050;100;44
"Misdrijven, totaal";"2014";"Sluis";940;100;39,5
"Misdrijven, totaal";"2015";"Sluis";875;100;36,9
"Misdrijven, totaal";"2016";"Sluis";785;100;33,2
"Misdrijven, totaal";"2017";"Sluis";755;100;31,8
"Misdrijven, totaal";"2013";"Smallingerland";2950;100;53,2
"Misdrijven, totaal";"2014";"Smallingerland";2795;100;50,4
"Misdrijven, totaal";"2015";"Smallingerland";2525;100;45,3
"Misdrijven, totaal";"2016";"Smallingerland";2280;100;41,1
"Misdrijven, totaal";"2017";"Smallingerland";2215;100;39,8
"Misdrijven, totaal";"2013";"Sneek";;;
"Misdrijven, totaal";"2014";"Sneek";;;
"Misdrijven, totaal";"2015";"Sneek";;;
"Misdrijven, totaal";"2016";"Sneek";;;
"Misdrijven, totaal";"2017";"Sneek";;;
"Misdrijven, totaal";"2013";"Soest";1950;100;42,8
"Misdrijven, totaal";"2014";"Soest";1970;100;43,3
"Misdrijven, totaal";"2015";"Soest";2120;100;46,6
"Misdrijven, totaal";"2016";"Soest";1935;100;42,5
"Misdrijven, totaal";"2017";"Soest";1680;100;36,6
"Misdrijven, totaal";"2013";"Someren";865;100;46,5
"Misdrijven, totaal";"2014";"Someren";775;100;41,4
"Misdrijven, totaal";"2015";"Someren";650;100;34,7
"Misdrijven, totaal";"2016";"Someren";645;100;34,1
"Misdrijven, totaal";"2017";"Someren";585;100;30,8
"Misdrijven, totaal";"2013";"Son en Breugel";815;100;50,6
"Misdrijven, totaal";"2014";"Son en Breugel";725;100;44,8
"Misdrijven, totaal";"2015";"Son en Breugel";820;100;50,2
"Misdrijven, totaal";"2016";"Son en Breugel";660;100;40,1
"Misdrijven, totaal";"2017";"Son en Breugel";670;100;40,4
"Misdrijven, totaal";"2013";"Spijkenisse";4745;100;65,6
"Misdrijven, totaal";"2014";"Spijkenisse";4410;100;60,8
